,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,followup
6046,105-FP12. 5 year implant (e.g. Jadella),202101,Akwangi HC II,"25-49Yrs, New",Lf2Axb9E6B4,4,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6047,105-FP12. 5 year implant (e.g. Jadella),202101,Akoboi HC II,"15-19Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6048,105-FP12. 5 year implant (e.g. Jadella),202101,Akoboi HC II,"20-24Yrs, Revisits",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6049,105-FP12. 5 year implant (e.g. Jadella),202101,Akoboi HC II,"25-49Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6050,105-FP12. 5 year implant (e.g. Jadella),202101,Akurao HC II,"25-49Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6051,105-FP12. 5 year implant (e.g. Jadella),202101,Akworo HC III,"15-19Yrs, New",Lf2Axb9E6B4,3,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6052,105-FP12. 5 year implant (e.g. Jadella),202101,Akworo HC III,"20-24Yrs, New",Lf2Axb9E6B4,7,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6053,105-FP12. 5 year implant (e.g. Jadella),202101,Akworo HC III,"25-49Yrs, Revisits",Lf2Axb9E6B4,5,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6054,105-FP12. 5 year implant (e.g. Jadella),202101,Akworo HC III,"20-24Yrs, Revisits",Lf2Axb9E6B4,2,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6055,105-FP12. 5 year implant (e.g. Jadella),202101,Akworo HC III,"25-49Yrs, New",Lf2Axb9E6B4,7,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6056,105-FP12. 5 year implant (e.g. Jadella),202101,Alangi HC III,"15-19Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6057,105-FP12. 5 year implant (e.g. Jadella),202101,Alangi HC III,"20-24Yrs, New",Lf2Axb9E6B4,5,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6058,105-PN12a. Clients screened for cancer of the breast,202101,Akuna Laber HC III,default,Lf2Axb9E6B4,29,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6059,105-PN12a. Clients screened for cancer of the breast,202101,Alero HC III,default,Lf2Axb9E6B4,67,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6060,105-PN12a. Clients screened for cancer of the breast,202101,Alakas HC II,default,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6061,105-PN12a. Clients screened for cancer of the breast,202101,Akura HC II,default,Lf2Axb9E6B4,11,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6062,105-PN12a. Clients screened for cancer of the breast,202101,Akokoro HC III,default,Lf2Axb9E6B4,76,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6063,105-PN12a. Clients screened for cancer of the breast,202101,Akwangi HC II,default,Lf2Axb9E6B4,38,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6064,105-PN12a. Clients screened for cancer of the breast,202101,Alere (Amuria) HC II,default,Lf2Axb9E6B4,46,carapai,2021-11-24T16:34:21.000+0000,2021-11-24T16:34:21.000+0000,False
6065,105-PN12a. Clients screened for cancer of the breast,202101,Akoboi (Serere) HC II,default,Lf2Axb9E6B4,37,carapai,2021-11-24T18:08:15.000+0000,2021-11-24T18:08:15.000+0000,False
6066,105-PN12a. Clients screened for cancer of the breast,202101,Alenda Medical Centre,default,Lf2Axb9E6B4,8,carapai,2021-11-24T17:47:23.000+0000,2021-11-24T17:47:23.000+0000,False
6067,105-PN12a. Clients screened for cancer of the breast,202101,Alere HC II,default,Lf2Axb9E6B4,21,carapai,2021-11-24T13:47:17.000+0000,2021-11-24T13:47:17.000+0000,False
6068,105-PN12a. Clients screened for cancer of the breast,202101,Alere HC II,default,TFRceXDkJ95,40,carapai,2021-11-24T13:45:58.000+0000,2021-11-24T13:45:58.000+0000,False
6069,105-PN12a. Clients screened for cancer of the breast,202101,Akworo HC III,default,Lf2Axb9E6B4,251,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6070,105-PN12a. Clients screened for cancer of the breast,202101,Alangi HC III,default,Lf2Axb9E6B4,53,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6071,105-CL02. Protection At Birth for TT(PAB),202101,Akuna Laber HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,25,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6072,105-CL02. Protection At Birth for TT(PAB),202101,Alerek HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,36,carapai,2021-11-24T13:24:22.000+0000,2021-11-24T13:24:22.000+0000,False
6073,105-CL02. Protection At Birth for TT(PAB),202101,Alerek HC III,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,0,carapai,2021-11-24T13:24:22.000+0000,2021-11-24T13:24:22.000+0000,False
6074,105-CL02. Protection At Birth for TT(PAB),202101,Alakas HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,24,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6075,105-CL02. Protection At Birth for TT(PAB),202101,Alakas HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6076,105-CL02. Protection At Birth for TT(PAB),202101,Alanyi HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,40,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6077,105-CL02. Protection At Birth for TT(PAB),202101,Alanyi HC III,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,23,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6078,105-CL02. Protection At Birth for TT(PAB),202101,Alebtong HC IV,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,80,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6079,105-CL02. Protection At Birth for TT(PAB),202101,Alemere Medical Aid HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,22,carapai,2021-11-24T15:28:04.000+0000,2021-11-24T15:28:04.000+0000,False
6080,105-CL02. Protection At Birth for TT(PAB),202101,Alemere Medical Aid HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,15,carapai,2021-11-24T15:28:04.000+0000,2021-11-24T15:28:04.000+0000,False
6081,105-CL02. Protection At Birth for TT(PAB),202101,Akokoro HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,18,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6082,105-CL02. Protection At Birth for TT(PAB),202101,Akokoro HC III,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,12,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6083,105-CL02. Protection At Birth for TT(PAB),202101,Alenga HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,29,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6084,105-CL02. Protection At Birth for TT(PAB),202101,Alapata HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,9,carapai,2021-11-24T17:44:52.000+0000,2021-11-24T17:44:52.000+0000,False
6085,105-CL02. Protection At Birth for TT(PAB),202101,Alapata HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,4,carapai,2021-11-24T17:44:52.000+0000,2021-11-24T17:44:52.000+0000,False
6086,105-CL02. Protection At Birth for TT(PAB),202101,Alao HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,1,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6087,105-CL02. Protection At Birth for TT(PAB),202101,Alao HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,0,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6088,105-CL02. Protection At Birth for TT(PAB),202101,Akwangi HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,8,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6089,105-CL02. Protection At Birth for TT(PAB),202101,Akwangi HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,6,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6090,105-CL02. Protection At Birth for TT(PAB),202101,Alere (Amuria) HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,9,carapai,2021-11-24T16:34:21.000+0000,2021-11-24T16:34:21.000+0000,False
6091,105-CL02. Protection At Birth for TT(PAB),202101,Alere (Amuria) HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,10,carapai,2021-11-24T16:34:21.000+0000,2021-11-24T16:34:21.000+0000,False
6092,105-CL02. Protection At Birth for TT(PAB),202101,Akoboi HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,23,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6093,105-CL02. Protection At Birth for TT(PAB),202101,Akurao HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,4,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6094,105-CL02. Protection At Birth for TT(PAB),202101,Akurao HC II,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,1,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6095,105-CL02. Protection At Birth for TT(PAB),202101,Akoboi (Serere) HC II,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,11,carapai,2021-11-24T18:08:15.000+0000,2021-11-24T18:08:15.000+0000,False
6096,105-CL02. Protection At Birth for TT(PAB),202101,Akworo HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,56,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6097,105-CL02. Protection At Birth for TT(PAB),202101,Alangi HC III,"<1Yr, Static, unCatSex",Lf2Axb9E6B4,40,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6098,105-CL02. Protection At Birth for TT(PAB),202101,Alangi HC III,"<1Yr, Outreach, unCatSex",Lf2Axb9E6B4,3,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6099,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Akuna Laber HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6100,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Alero HC III,default,Lf2Axb9E6B4,0,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6101,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Alakas HC II,default,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6102,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Alanyi HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6103,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Alebtong HC IV,default,Lf2Axb9E6B4,4,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6104,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Akokoro HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6105,105-ED09b. HIV exposed started on CPT - Within 2 Months,202101,Alangi HC III,default,Lf2Axb9E6B4,2,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6106,105-HB01. Clients tested for HepB,202101,Akuna Laber HC III,"20-59Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6107,105-HB01. Clients tested for HepB,202101,Akuna Laber HC III,"20-59Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6108,105-HB01. Clients tested for HepB,202101,Akokoro HC III,"<10Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6109,105-HB01. Clients tested for HepB,202101,Akokoro HC III,"20-59Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6110,105-ED09a. HIV exposed started on CPT - Total,202101,Akuna Laber HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6111,105-ED09a. HIV exposed started on CPT - Total,202101,Alero HC III,default,Lf2Axb9E6B4,0,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6112,105-ED09a. HIV exposed started on CPT - Total,202101,Alakas HC II,default,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6113,105-ED09a. HIV exposed started on CPT - Total,202101,Alanyi HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6114,105-ED09a. HIV exposed started on CPT - Total,202101,Alebtong HC IV,default,Lf2Axb9E6B4,4,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6115,105-ED09a. HIV exposed started on CPT - Total,202101,Akokoro HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6116,105-ED09a. HIV exposed started on CPT - Total,202101,Alangi HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6117,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akuna Laber HC III,default,Lf2Axb9E6B4,26,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6118,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akurumor HC II,default,Lf2Axb9E6B4,10,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6119,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alero HC III,default,Lf2Axb9E6B4,26,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6120,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alerek HC III,default,Lf2Axb9E6B4,29,carapai,2021-11-24T13:24:22.000+0000,2021-11-24T13:24:22.000+0000,False
6121,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alakas HC II,default,Lf2Axb9E6B4,22,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6122,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alanyi HC III,default,Lf2Axb9E6B4,53,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6123,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akura HC II,default,Lf2Axb9E6B4,9,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6124,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alebtong HC IV,default,Lf2Axb9E6B4,108,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6125,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alelluyah Joint Maternity Clinic,default,Lf2Axb9E6B4,51,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6126,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akokoro HC III,default,Lf2Axb9E6B4,71,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6127,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alenga HC III,default,Lf2Axb9E6B4,36,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6128,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alapata HC II,default,Lf2Axb9E6B4,15,carapai,2021-11-24T17:44:52.000+0000,2021-11-24T17:44:52.000+0000,False
6129,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alango HC II,default,Lf2Axb9E6B4,1,carapai,2021-11-24T18:05:30.000+0000,2021-11-24T18:05:30.000+0000,False
6130,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alao HC II,default,Lf2Axb9E6B4,2,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6131,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akwangi HC II,default,Lf2Axb9E6B4,3,carapai,2021-11-24T18:05:35.000+0000,2021-11-24T18:05:35.000+0000,False
6132,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alere (Amuria) HC II,default,Lf2Axb9E6B4,15,carapai,2021-11-24T16:34:21.000+0000,2021-11-24T16:34:21.000+0000,False
6133,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akoboi HC II,default,Lf2Axb9E6B4,16,carapai,2021-11-24T17:52:34.000+0000,2021-11-24T17:52:34.000+0000,False
6134,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akoboi (Serere) HC II,default,Lf2Axb9E6B4,11,carapai,2021-11-24T18:08:15.000+0000,2021-11-24T18:08:15.000+0000,False
6135,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alenda Medical Centre,default,Lf2Axb9E6B4,6,carapai,2021-11-24T17:47:23.000+0000,2021-11-24T17:47:23.000+0000,False
6136,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alere HC II,default,Lf2Axb9E6B4,7,carapai,2021-11-24T13:47:17.000+0000,2021-11-24T13:47:17.000+0000,False
6137,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alere HC II,default,TFRceXDkJ95,8,carapai,2021-11-24T13:45:58.000+0000,2021-11-24T13:45:58.000+0000,False
6138,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Akworo HC III,default,Lf2Axb9E6B4,57,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6139,105-MA27a. Received PNC check within 24 hours after birth - Baby,202101,Alangi HC III,default,Lf2Axb9E6B4,34,carapai,2021-11-24T18:09:29.000+0000,2021-11-24T18:09:29.000+0000,False
6140,105-ER01a. EMTCT mothers known to be on ART treatment 1 month after ART initiation,202101,Alero HC III,default,Lf2Axb9E6B4,0,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6141,105-ER01a. EMTCT mothers known to be on ART treatment 1 month after ART initiation,202101,Alakas HC II,default,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6142,105-ER01a. EMTCT mothers known to be on ART treatment 1 month after ART initiation,202101,Akokoro HC III,default,Lf2Axb9E6B4,2,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6143,105-ER01a. EMTCT mothers known to be on ART treatment 1 month after ART initiation,202101,Alenga HC III,default,Lf2Axb9E6B4,1,carapai,2021-11-24T17:25:20.000+0000,2021-11-24T17:25:20.000+0000,False
6144,105-ER01a. EMTCT mothers known to be on ART treatment 1 month after ART initiation,202101,Akworo HC III,default,Lf2Axb9E6B4,2,carapai,2021-11-24T18:04:40.000+0000,2021-11-24T18:04:40.000+0000,False
6145,105-CT12. Injectable 1 month (doses),202101,Alakas HC II,Outreach,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6146,105-CT12. Injectable 1 month (doses),202101,Alakas HC II,Unit,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6147,105-CT12. Injectable 1 month (doses),202101,Alakas HC II,Pharmacy,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6148,105-CT12. Injectable 1 month (doses),202101,Alakas HC II,CBDs,Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6149,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"15-19Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6150,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"15-19Yrs, Revisits",Lf2Axb9E6B4,4,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6151,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"20-24Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6152,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"25-49Yrs, Revisits",Lf2Axb9E6B4,5,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6153,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"20-24Yrs, Revisits",Lf2Axb9E6B4,4,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6154,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Akuna Laber HC III,"25-49Yrs, New",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:07.000+0000,2021-11-24T17:55:07.000+0000,False
6155,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alero HC III,"15-19Yrs, New",Lf2Axb9E6B4,4,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6156,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alero HC III,"20-24Yrs, New",Lf2Axb9E6B4,11,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6157,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alero HC III,"25-49Yrs, Revisits",Lf2Axb9E6B4,4,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6158,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alero HC III,"20-24Yrs, Revisits",Lf2Axb9E6B4,1,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6159,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alero HC III,"25-49Yrs, New",Lf2Axb9E6B4,12,carapai,2021-11-24T18:04:46.000+0000,2021-11-24T18:04:46.000+0000,False
6160,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"15-19Yrs, New",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6161,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"15-19Yrs, Revisits",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6162,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"20-24Yrs, New",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6163,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"<15Yrs, New",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6164,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"25-49Yrs, Revisits",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6165,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"50+Yrs, New",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6166,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"20-24Yrs, Revisits",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6167,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"<15Yrs, Revisits",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6168,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"50+Yrs, Revisits",Lf2Axb9E6B4,0,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6169,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alakas HC II,"25-49Yrs, New",Lf2Axb9E6B4,1,carapai,2021-11-24T16:07:00.000+0000,2021-11-24T16:07:00.000+0000,False
6170,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"15-19Yrs, New",Lf2Axb9E6B4,2,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6171,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"15-19Yrs, Revisits",Lf2Axb9E6B4,5,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6172,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"20-24Yrs, New",Lf2Axb9E6B4,9,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6173,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"25-49Yrs, Revisits",Lf2Axb9E6B4,14,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6174,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"20-24Yrs, Revisits",Lf2Axb9E6B4,11,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6175,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alebtong HC IV,"25-49Yrs, New",Lf2Axb9E6B4,15,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
6176,"105-FP10. 3 year implant (e.g. implananon NXT, Levo plant)",202101,Alelluyah Joint Maternity Clinic,"25-49Yrs, New",Lf2Axb9E6B4,2,carapai,2021-11-24T14:56:42.000+0000,2021-11-24T14:56:42.000+0000,False
